"ItemId","ItemName","CreatureId","Description","Category","URL","FamilyId","FamilyName","Notes"
"1180700","Draconic Warhorn: Drakos the Interrogator","27654","Has a chance to drop from Drakos the Interrogator within The Oculus","Draconic Warhorn","https://db.ascension.gg/?item=1180700","","",""
"1180701","Draconic Warhorn: Ley-Guardian Eregos","27656","Has a chance to drop from Ley-Guardian Eregos within The Oculus","Draconic Warhorn","https://db.ascension.gg/?item=1180701","","",""
"1180727","Draconic Warhorn: Primordial Drake","28378","Has a chance to drop from Primordial Drake within Sholazar Basin","Draconic Warhorn","https://db.ascension.gg/?item=1180727","","",""
"1180729","Draconic Warhorn: Broodmother Slivina","28467","Has a chance to drop from Broodmother Slivina within Sholazar Basin","Draconic Warhorn","https://db.ascension.gg/?item=1180729","","",""
"1180732","Draconic Warhorn: Sartharion","28860","Has a chance to drop from Sartharion within The Obsidian Sanctum","Draconic Warhorn","https://db.ascension.gg/?item=1180732","","",""
"1180741","Draconic Warhorn: Stormpeak Wyrm","29753","Has a chance to drop from Stormpeak Wyrm within The Storm Peaks","Draconic Warhorn","https://db.ascension.gg/?item=1180741","","",""
"1180743","Draconic Warhorn: Stormpeak Hatchling","29755","Has a chance to drop from Stormpeak Hatchling within Dragonspine Peaks","Draconic Warhorn","https://db.ascension.gg/?item=1180743","","",""
"1180767","Draconic Warhorn: Vesperon","30449","Has a chance to drop from Vesperon within The Obsidian Sanctum","Draconic Warhorn","https://db.ascension.gg/?item=1180767","","",""
"1180768","Draconic Warhorn: Shadron","30451","Has a chance to drop from Shadron within The Obsidian Sanctum","Draconic Warhorn","https://db.ascension.gg/?item=1180768","","",""
"1180769","Draconic Warhorn: Tenebron","30452","Has a chance to drop from Tenebron within The Obsidian Sanctum","Draconic Warhorn","https://db.ascension.gg/?item=1180769","","",""
"1180852","Draconic Warhorn: Time-Lost Proto Drake","32491","Has a chance to drop from Time-Lost Proto Drake within Terrace of the Makers","Draconic Warhorn","https://db.ascension.gg/?item=1180852","","",""
"1180853","Draconic Warhorn: Time-Lost Proto Drake","148137","Has a chance to drop from Time-Lost Proto Drake within Terrace of the Makers","Draconic Warhorn","https://db.ascension.gg/?item=1180853","","",""
"1180858","Draconic Warhorn: Razorscale","33186","Has a chance to drop from Razorscale within Razorscale's Aerie","Draconic Warhorn","https://db.ascension.gg/?item=1180858","","",""
"1180884","Draconic Warhorn: Karsh Steelbender","39698","Has a chance to drop from Karsh Steelbender within Blackrock Caverns","Draconic Warhorn","https://db.ascension.gg/?item=1180884","","",""
"1519393","Beastmaster's Whistle: Arktos","440555","Has a chance to drop from The Frozen Reach Manastorm ","Beastmaster's Whistle","https://db.ascension.gg/?item=1519393","","",""
"1777003","Elemental Lodestone: Unbound Water Spirit","61004","Has a chance to drop from Unbound Water Spirit within Elemental Plateau","Elemental Lodestone","https://db.ascension.gg/?item=1777003","","",""
"1777004","Elemental Lodestone: Unbound Wind Spirit","61002","Has a chance to drop from Unbound Wind Spirit within Elemental Plateau","Elemental Lodestone","https://db.ascension.gg/?item=1777004","","",""
"1777005","Elemental Lodestone: Unbound Earth Spirit","61003","Has a chance to drop from Unbound Earth Spirit within Elemental Plateau","Elemental Lodestone","https://db.ascension.gg/?item=1777005","","",""
"1777006","Elemental Lodestone: Unbound Fire Spirit","61001","Has a chance to drop from Unbound Fire Spirit within Elemental Plateau","Elemental Lodestone","https://db.ascension.gg/?item=1777006","","",""
"1777421","Elemental Lodestone: Deeprot Stomper","13141","Has a chance to drop from Deeprot Stomper within Maraudon","Elemental Lodestone","https://db.ascension.gg/?item=1777421","","",""
"1777422","Elemental Lodestone: Deeprot Tangler","13142","Has a chance to drop from Deeprot Tangler within Maraudon.","Elemental Lodestone","https://db.ascension.gg/?item=1777422","","",""
"1777423","Elemental Lodestone: Deeprot Tangler","13142","Has a chance to drop from Deeprot Tangler within Maraudon","Elemental Lodestone","https://db.ascension.gg/?item=1777423","","",""
"8200187","Beastmaster's Whistle: Jungle King","11000199","Seasonal Reward. Introduced in Season 8, Chapter 2","Beastmaster's Whistle","https://db.ascension.gg/?item=8200187","","",""
